"concert_type","concert_date","concert_title","concert_artist","repertoire_file","repertoire_title","repertoire_artist","repertoire_duration","download_link"
"PERFORMANCE","21 Apr 2018","A Mozart evening with Daniel Harding","Berliner Philharmoniker | Daniel Harding","51184-5","Interview Daniel Harding in conversation with Noah Bendix-Balgley (17 min.)","","00:17:32","https://world-vod.dchdns.net/hlss/dch/51184-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Apr 2018","Alan Gilbert and Wenzel Fuchs with Mozart’s Clarinet Concerto","Berliner Philharmoniker | Alan Gilbert","51189-1","Thomas Adès Three Studies from Couperin (15 min.)","","00:15:11","https://world-vod.dchdns.net/hlss/dch/51189-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Apr 2018","Alan Gilbert and Wenzel Fuchs with Mozart’s Clarinet Concerto","Berliner Philharmoniker | Alan Gilbert","51189-2","Wolfgang Amadeus Mozart Concerto for Clarinet and Orchestra in A major, K. 622 (35 min.)","Wenzel Fuchs clarinet","00:35:24","https://world-vod.dchdns.net/hlss/dch/51189-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Apr 2018","Alan Gilbert and Wenzel Fuchs with Mozart’s Clarinet Concerto","Berliner Philharmoniker | Alan Gilbert","51189-3","Claude Debussy Images pour orchestre (41 min.)","","00:41:34","https://world-vod.dchdns.net/hlss/dch/51189-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Apr 2018","Alan Gilbert and Wenzel Fuchs with Mozart’s Clarinet Concerto","Berliner Philharmoniker | Alan Gilbert","51189-4","Interview Wenzel Fuchs in conversation with Daishin Kashimoto (18 min.)","","00:18:00","https://world-vod.dchdns.net/hlss/dch/51189-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2018European Concert from Bayreuth","European Concert from Bayreuth with Paavo Järvi and Eva-Maria Westbroek","Berliner Philharmoniker | Paavo Järvi","51193-1","Ludwig van Beethoven Leonore Overture No. 3 in C major, op. 72 (16 min.)","","00:16:11","https://world-vod.dchdns.net/hlss/dch/51193-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2018European Concert from Bayreuth","European Concert from Bayreuth with Paavo Järvi and Eva-Maria Westbroek","Berliner Philharmoniker | Paavo Järvi","51193-2","Richard Wagner Wesendonck Lieder (orch. by Felix Mottl and Richard Wagner) (21 min.)","Eva-Maria Westbroek soprano","00:21:33","https://world-vod.dchdns.net/hlss/dch/51193-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2018European Concert from Bayreuth","European Concert from Bayreuth with Paavo Järvi and Eva-Maria Westbroek","Berliner Philharmoniker | Paavo Järvi","51193-3","Ludwig van Beethoven Symphony No. 4 in B flat major, op. 60 (43 min.)","","00:43:25","https://world-vod.dchdns.net/hlss/dch/51193-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 May 2018","Paavo Järvi and Lisa Batiashvili with Sibelius’s Violin Concerto","Berliner Philharmoniker | Paavo Järvi","51194-1","Jean Sibelius Night Ride and Sunrise, Symphonic Poem, op. 55 (16 min.)","","00:16:20","https://world-vod.dchdns.net/hlss/dch/51194-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 May 2018","Paavo Järvi and Lisa Batiashvili with Sibelius’s Violin Concerto","Berliner Philharmoniker | Paavo Järvi","51194-2","Jean Sibelius Violin Concerto in D minor, op. 47 (37 min.)","Lisa Batiashvili violin","00:37:00","https://world-vod.dchdns.net/hlss/dch/51194-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 May 2018","Paavo Järvi and Lisa Batiashvili with Sibelius’s Violin Concerto","Berliner Philharmoniker | Paavo Järvi","51194-3","Dmitri Shostakovich Symphony No. 6 in B minor, op. 54 (37 min.)","","00:37:58","https://world-vod.dchdns.net/hlss/dch/51194-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 May 2018","Paavo Järvi and Lisa Batiashvili with Sibelius’s Violin Concerto","Berliner Philharmoniker | Paavo Järvi","51194-4","Interview Paavo Järvi in conversation with Emmanuel Pahud (18 min.)","","00:18:09","https://world-vod.dchdns.net/hlss/dch/51194-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 May 2018","Tugan Sokhiev and Yefim Bronfman perform Beethoven","Berliner Philharmoniker | Tugan Sokhiev","51198-1","Sergei Prokofiev Symphony No. 1 in D major, op. 25 Symphonie classique (16 min.)","","00:16:52","https://world-vod.dchdns.net/hlss/dch/51198-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 May 2018","Tugan Sokhiev and Yefim Bronfman perform Beethoven","Berliner Philharmoniker | Tugan Sokhiev","51198-2","Ludwig van Beethoven Concerto for Piano and Orchestra in C minor, op. 37 (40 min.)","Yefim Bronfman piano","00:40:30","https://world-vod.dchdns.net/hlss/dch/51198-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 May 2018","Tugan Sokhiev and Yefim Bronfman perform Beethoven","Berliner Philharmoniker | Tugan Sokhiev","51198-3","Robert Schumann Arabesque in C major, op. 18 (7 min.)","Yefim Bronfman piano","00:07:10","https://world-vod.dchdns.net/hlss/dch/51198-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 May 2018","Tugan Sokhiev and Yefim Bronfman perform Beethoven","Berliner Philharmoniker | Tugan Sokhiev","51198-4","Modest Mussorgsky Pictures at an Exhibition (orch. Maurice Ravel) (41 min.)","","00:41:00","https://world-vod.dchdns.net/hlss/dch/51198-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 May 2018","Tugan Sokhiev and Yefim Bronfman perform Beethoven","Berliner Philharmoniker | Tugan Sokhiev","51198-5","Interview Tugan Sokhiev in conversation with Amihai Grosz (13 min.)","","00:13:31","https://world-vod.dchdns.net/hlss/dch/51198-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 May 2018","Mikko Franck conducts Schumann’s “Paradise and the Peri”","Berliner Philharmoniker | Mikko Franck","51204-1","Robert Schumann Paradise and the Peri, op. 50: Part 1 and 2 (57 min.)","Sally Matthews soprano (Peri), Mark Padmore tenor (Narrator), Anna Prohaska soprano (The Maiden), Gerhild Romberger contralto (The Angel), Andrew Staples tenor (The Young Man), Christian Gerhaher baritone (Gazna), Rundfunkchor Berlin, Gijs Leenaars chorus master","00:57:15","https://world-vod.dchdns.net/hlss/dch/51204-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 May 2018","Mikko Franck conducts Schumann’s “Paradise and the Peri”","Berliner Philharmoniker | Mikko Franck","51204-2","Robert Schumann Paradise and the Peri, op. 50: Part 3 (49 min.)","Sally Matthews soprano (Peri), Mark Padmore tenor (Narrator), Anna Prohaska soprano (The Maiden), Gerhild Romberger contralto (The Angel), Andrew Staples tenor (The Young Man), Christian Gerhaher baritone (Gazna), Rundfunkchor Berlin, Gijs Leenaars chorus master","00:49:05","https://world-vod.dchdns.net/hlss/dch/51204-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 May 2018","Mikko Franck conducts Schumann’s “Paradise and the Peri”","Berliner Philharmoniker | Mikko Franck","51204-3","Robert Schumann Paradise and the Peri, op. 50: Part 1 and 2 (english subtitles) (57 min.)","","00:57:15","https://world-vod.dchdns.net/hlss/dch/51204-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 May 2018","Mikko Franck conducts Schumann’s “Paradise and the Peri”","Berliner Philharmoniker | Mikko Franck","51204-4","Robert Schumann Paradise and the Peri, op. 50: Part 3 (english subtitles) (49 min.)","","00:49:05","https://world-vod.dchdns.net/hlss/dch/51204-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 May 2018","Mikko Franck conducts Schumann’s “Paradise and the Peri”","Berliner Philharmoniker | Mikko Franck","51204-5","Interview Mikko Franck in conversation with Matthew Hunter (18 min.)","","00:18:49","https://world-vod.dchdns.net/hlss/dch/51204-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","21 May 2018","Simon Rattle conducts a hundred amateur musicians in the BE PHIL Orchestra","BE PHIL Orchestra | Sir Simon Rattle","51208-1","Johannes Brahms Symphony No. 1 in C Minor, op. 68 (56 min.)","","00:56:52","https://world-vod.dchdns.net/hlss/dch/51208-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","21 May 2018","Simon Rattle conducts a hundred amateur musicians in the BE PHIL Orchestra","BE PHIL Orchestra | Sir Simon Rattle","51208-2","Impressions from the 2018 Open Day (5 min.)","","00:05:14","https://world-vod.dchdns.net/hlss/dch/51208-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","21 May 2018","Simon Rattle conducts a hundred amateur musicians in the BE PHIL Orchestra","BE PHIL Orchestra | Sir Simon Rattle","51208-3","The BE PHIL Orchestra – a project with amateur musicians from 30 countries (9 min.)","","00:09:11","https://world-vod.dchdns.net/hlss/dch/51208-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","26 May 2018","Simon Rattle conducts the completed Ninth Symphony by Anton Bruckner","Berliner Philharmoniker | Sir Simon Rattle","51213-1","Hans Abrahamsen Three Pieces for Orchestra, commissioned by the Berliner Philharmoniker Foundation Première (11 min.)","","00:11:14","https://world-vod.dchdns.net/hlss/dch/51213-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","26 May 2018","Simon Rattle conducts the completed Ninth Symphony by Anton Bruckner","Berliner Philharmoniker | Sir Simon Rattle","51213-2","Anton Bruckner Symphony No. 9 with the completed performance version of the 4th Movement by Samale-Phillips-Cohrs-Mazzuca (1985-2008/rev. 2010) (84 min.)","","01:24:49","https://world-vod.dchdns.net/hlss/dch/51213-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","26 May 2018","Simon Rattle conducts the completed Ninth Symphony by Anton Bruckner","Berliner Philharmoniker | Sir Simon Rattle","51213-3","Interview Sir Simon Rattle on the completed Ninth Symphony of Anton Bruckner (2012) (19 min.)","","00:19:18","https://world-vod.dchdns.net/hlss/dch/51213-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 May 2018","Simon Rattle conducts Brahms, Lutosławski and Widmann","Berliner Philharmoniker | Sir Simon Rattle","51214-1","Jörg Widmann Tanz auf dem Vulkan, commissioned by the Berliner Philharmoniker Foundation Première (9 min.)","","00:09:56","https://world-vod.dchdns.net/hlss/dch/51214-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 May 2018","Simon Rattle conducts Brahms, Lutosławski and Widmann","Berliner Philharmoniker | Sir Simon Rattle","51214-2","Witold Lutosławski Symphony No. 3 (32 min.)","","00:32:20","https://world-vod.dchdns.net/hlss/dch/51214-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 May 2018","Simon Rattle conducts Brahms, Lutosławski and Widmann","Berliner Philharmoniker | Sir Simon Rattle","51214-3","Johannes Brahms Symphony No. 1 in C minor, op. 68 (50 min.)","","00:50:15","https://world-vod.dchdns.net/hlss/dch/51214-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 May 2018","Simon Rattle conducts Brahms, Lutosławski and Widmann","Berliner Philharmoniker | Sir Simon Rattle","51214-4","Interview Jörg Widmann on ""Tanz auf dem Vulkan"" (10 min.)","","00:10:23","https://world-vod.dchdns.net/hlss/dch/51214-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Jun 2018","Krystian Zimerman and Simon Rattle perform Bernstein’s “The Age of Anxiety”","Berliner Philharmoniker | Sir Simon Rattle","51225-1","Leonard Bernstein Symphony No. 2 The Age of Anxiety for Piano and Orchestra (48 min.)","Krystian Zimerman piano","00:48:15","https://world-vod.dchdns.net/hlss/dch/51225-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Jun 2018","Krystian Zimerman and Simon Rattle perform Bernstein’s “The Age of Anxiety”","Berliner Philharmoniker | Sir Simon Rattle","51225-2","Magnus Lindberg Agile for orchestra commissioned by the Berliner Philharmoniker Première (8 min.)","","00:08:12","https://world-vod.dchdns.net/hlss/dch/51225-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Jun 2018","Krystian Zimerman and Simon Rattle perform Bernstein’s “The Age of Anxiety”","Berliner Philharmoniker | Sir Simon Rattle","51225-3","Andrew Norman Spiral for orchestra commissioned by the Berliner Philharmoniker Foundation Première (5 min.)","","00:05:17","https://world-vod.dchdns.net/hlss/dch/51225-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Jun 2018","Krystian Zimerman and Simon Rattle perform Bernstein’s “The Age of Anxiety”","Berliner Philharmoniker | Sir Simon Rattle","51225-4","Brett Dean Notturno inquieto commissioned by the Berliner Philharmoniker Foundation Première (12 min.)","","00:12:47","https://world-vod.dchdns.net/hlss/dch/51225-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Jun 2018","Krystian Zimerman and Simon Rattle perform Bernstein’s “The Age of Anxiety”","Berliner Philharmoniker | Sir Simon Rattle","51225-5","Scott Bradley Tom and Jerry (9 min.)","","00:09:13","https://world-vod.dchdns.net/hlss/dch/51225-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Jun 2018","Krystian Zimerman and Simon Rattle perform Bernstein’s “The Age of Anxiety”","Berliner Philharmoniker | Sir Simon Rattle","51225-6","Erich Wolfgang Korngold The Adventures of Robin Hood Symphonic Portrait for Orchestra, arr. by John Mauceri (Excerpts) (22 min.)","","00:22:22","https://world-vod.dchdns.net/hlss/dch/51225-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 2018","Simon Rattle’s farewell with Mahler’s Sixth","Berliner Philharmoniker | Sir Simon Rattle","51231-1","Gustav Mahler Symphony No. 6 (95 min.)","","01:35:01","https://world-vod.dchdns.net/hlss/dch/51231-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 2018","Simon Rattle’s farewell with Mahler’s Sixth","Berliner Philharmoniker | Sir Simon Rattle","51231-2","Interview Sir Simon Rattle on Mahler’s Sixth Symphony (9 min.)","","00:09:30","https://world-vod.dchdns.net/hlss/dch/51231-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Sep 2017","Susanna Mälkki and Gil Shaham","Berliner Philharmoniker | Susanna Mälkki","51235-1","Ferruccio Busoni Tanz-Walzer for orchestra, op. 53 (13 min.)","","00:13:35","https://world-vod.dchdns.net/hlss/dch/51235-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Sep 2017","Susanna Mälkki and Gil Shaham","Berliner Philharmoniker | Susanna Mälkki","51235-2","Béla Bartók Concerto for Violin and Orchestra No. 2, Sz 112 (39 min.)","Gil Shaham violin","00:39:06","https://world-vod.dchdns.net/hlss/dch/51235-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Sep 2017","Susanna Mälkki and Gil Shaham","Berliner Philharmoniker | Susanna Mälkki","51235-3","Johann Sebastian Bach Partita for solo violin No. 3 in E major, BWV 1006: Gavotte en Rondeau (4 min.)","Gil Shaham violin","00:04:33","https://world-vod.dchdns.net/hlss/dch/51235-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Sep 2017","Susanna Mälkki and Gil Shaham","Berliner Philharmoniker | Susanna Mälkki","51235-4","Jean Sibelius Symphony No. 2 in D major, op. 43 (50 min.)","","00:50:33","https://world-vod.dchdns.net/hlss/dch/51235-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","10 Sep 2017","Susanna Mälkki and Gil Shaham","Berliner Philharmoniker | Susanna Mälkki","51235-5","Interview Susanna Mälkki in conversation with Matthew McDonald (15 min.)","","00:15:09","https://world-vod.dchdns.net/hlss/dch/51235-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"EDUCATION","03 Dec 2017","An invitation from the Vocal Heroes: Singalong Christmas concert","Members of the Berliner Philharmoniker","51364-1","Vocal Heroes Sing-Along Concert for Advent (63 min.)","Vocal Heroes, Carolin Strecker chorus master, Tobias Walenciak chorus master, Johannes Wolff chorus master, Bürger Lars Dietrich presentation, Roman Vinuesa arrangement, Peter Häublein arrangement, Jelka Weber flute, Martin Stegner viola, Mark Wyand saxophone and clarinet, Otwin Zipp trombone and tuba, Kai Brückner guitar, Raphael Haeger piano, Gunars Upatnieks double bass, Franz Schindlbeck drums, Vincent Vogel drums","01:03:10","https://world-vod.dchdns.net/hlss/dch/51364-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"EDUCATION","18 Feb 2018Family Concert","Family Concert: children’s opera “Knight Parceval”","Members of the Berliner Philharmoniker","51482-1","Henrik Albrecht Children’s Opera Ritter Parceval − Music by Henrik Albrecht after Motifs of Richard Wagner (79 min.)","Vocal soloists from Baden-Württemberg music colleges, Stanley Dodds direction, Karajan Academy, Alina Wunderlin soprano, Flurina Stucki soprano, Elisabeth Birgmeier soprano, Marcel Brunner bass baritone, Johannes Mooser baritone, Kirsten Uttendorf stage direction, Nora Lau costumes","01:19:27","https://world-vod.dchdns.net/hlss/dch/51482-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"EDUCATION","18 May 2018","Sing along and have fun!","Members of the Berliner Philharmoniker","51699-1","Vocal Heroes Sing-Along Concert (61 min.)","Vocal Heroes, Carolin Strecker chorus master, Tobias Walenciak chorus master, Johannes Wolff chorus master, Mark Wyand saxophone and clarinet, Peter Schindler piano, Arne Jansen guitar, Esko Laine double bass, Franz Schindlbeck drums","01:01:27","https://world-vod.dchdns.net/hlss/dch/51699-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"PERFORMANCE","26 Feb 1992","Itzhak Perlman and Daniel Barenboim perform Beethoven’s Violin Concerto","Berliner Philharmoniker","51723-1","Ludwig van Beethoven Concerto for Violin and Orchestra in D major, op. 61 (46 min.)","Itzhak Perlman Violin","00:46:50","https://world-vod.dchdns.net/hlss/dch/51723-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1995European Concert from Florence","The 1995 European Concert from Florence with Zubin Mehta and Sarah Chang","Berliner Philharmoniker | Zubin Mehta","51730-1","Ludwig van Beethoven Fidelio: Overture, op. 72b (8 min.)","","00:08:55","https://world-vod.dchdns.net/hlss/dch/51730-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1995European Concert from Florence","The 1995 European Concert from Florence with Zubin Mehta and Sarah Chang","Berliner Philharmoniker | Zubin Mehta","51730-2","Boris Blacher Orchestral Variations on a Theme by Nicolò Paganini, op. 26 (14 min.)","","00:14:10","https://world-vod.dchdns.net/hlss/dch/51730-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1995European Concert from Florence","The 1995 European Concert from Florence with Zubin Mehta and Sarah Chang","Berliner Philharmoniker | Zubin Mehta","51730-3","Niccolò Paganini Concerto for Violin and Orchestra No. 1 in D major, op. 6: Allegro maestoso (20 min.)","","00:20:33","https://world-vod.dchdns.net/hlss/dch/51730-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1995European Concert from Florence","The 1995 European Concert from Florence with Zubin Mehta and Sarah Chang","Berliner Philharmoniker | Zubin Mehta","51730-4","Igor Stravinsky Petrushka (35 min.)","","00:35:13","https://world-vod.dchdns.net/hlss/dch/51730-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 1995European Concert from Florence","The 1995 European Concert from Florence with Zubin Mehta and Sarah Chang","Berliner Philharmoniker | Zubin Mehta","51730-5","Antonín Dvořák Slavonic Dance in G minor, op. 46 no. 8 (5 min.)","","00:05:30","https://world-vod.dchdns.net/hlss/dch/51730-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2012European Concert from Vienna","European Concert 2012 from Vienna with Gustavo Dudamel and Gautier Capuçon","Berliner Philharmoniker | Gustavo Dudamel","51746-1","Johannes Brahms Variations on a Theme by Joseph Haydn, op. 56a (21 min.)","","00:21:28","https://world-vod.dchdns.net/hlss/dch/51746-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2012European Concert from Vienna","European Concert 2012 from Vienna with Gustavo Dudamel and Gautier Capuçon","Berliner Philharmoniker | Gustavo Dudamel","51746-2","Joseph Haydn Concerto for Violoncello and Orchestra No. 1 in C major, Hob. VIIb:1 (27 min.)","Gautier Capuçon violoncello","00:27:49","https://world-vod.dchdns.net/hlss/dch/51746-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 May 2012European Concert from Vienna","European Concert 2012 from Vienna with Gustavo Dudamel and Gautier Capuçon","Berliner Philharmoniker | Gustavo Dudamel","51746-3","Ludwig van Beethoven Symphony No. 5 in C minor, op. 67 (38 min.)","","00:38:41","https://world-vod.dchdns.net/hlss/dch/51746-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","01 Mar 1992","Itzhak Perlman and Daniel Barenboim perform Brahms’s Violin Concerto","Berliner Philharmoniker | Daniel Barenboim","51753-1","Johannes Brahms Concerto for Violin and Orchestra in D major, op. 77 (45 min.)","Itzhak Perlman violin","00:45:36","https://world-vod.dchdns.net/hlss/dch/51753-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 1993From the Berlin Waldbühne","Seiji Ozawa conducts a Russian Night at the Waldbühne","Berliner Philharmoniker | Seiji Ozawa","51757-1","Nikolai Rimsky-Korsakov Russian Easter Festival, Overture, op. 36 (17 min.)","","00:17:41","https://world-vod.dchdns.net/hlss/dch/51757-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 1993From the Berlin Waldbühne","Seiji Ozawa conducts a Russian Night at the Waldbühne","Berliner Philharmoniker | Seiji Ozawa","51757-2","Pyotr Ilyich Tchaikovsky The Nutcracker Suite, op. 71a (20 min.)","","00:20:04","https://world-vod.dchdns.net/hlss/dch/51757-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 1993From the Berlin Waldbühne","Seiji Ozawa conducts a Russian Night at the Waldbühne","Berliner Philharmoniker | Seiji Ozawa","51757-3","Alexander Borodin Prince Igor: Polovtsian Dance No. 17 (12 min.)","","00:12:59","https://world-vod.dchdns.net/hlss/dch/51757-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 1993From the Berlin Waldbühne","Seiji Ozawa conducts a Russian Night at the Waldbühne","Berliner Philharmoniker | Seiji Ozawa","51757-4","Igor Stravinsky The Firebird: Excerpts from the ballet (12 min.)","","00:12:57","https://world-vod.dchdns.net/hlss/dch/51757-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 1993From the Berlin Waldbühne","Seiji Ozawa conducts a Russian Night at the Waldbühne","Berliner Philharmoniker | Seiji Ozawa","51757-5","Pyotr Ilyich Tchaikovsky Ouverture solennelle “1812”, op. 49 (16 min.)","","00:16:25","https://world-vod.dchdns.net/hlss/dch/51757-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Jun 1993From the Berlin Waldbühne","Seiji Ozawa conducts a Russian Night at the Waldbühne","Berliner Philharmoniker | Seiji Ozawa","51757-6","Aram Khachaturian Gayaneh: Sabre Dance (3 min.)","","00:03:19","https://world-vod.dchdns.net/hlss/dch/51757-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
